ZT00.WT	ZT03.WT	ZT06.WT	ZT09.WT	ZT12.WT	ZT15.WT	ZT18.WT	ZT21.WT	ZT24.WT	ZT27.WT	ZT30.WT	ZT33.WT	ZT36.WT	ZT39.WT	ZT42.WT	ZT45.WT	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Proteins	nb.timepoints	mean	amp	relamp	phase	pval	qv	amp.12h	relamp.12h	phase.12h	pval.12h	qv.12h	ZT00.Cry.KO	ZT06.Cry.KO	ZT12.Cry.KO	ZT18.Cry.KO	ZT00.Bmal.WT	ZT06.Bmal.WT	ZT12.Bmal.WT	ZT18.Bmal.WT	ZT00.Bmal.KO	ZT06.Bmal.KO	ZT12.Bmal.KO	ZT18.Bmal.KO
0.2180612	-0.1650436	-0.7136078	-0.6960829	-0.5393326	-0.1704378	0.2882937	0.2604284	0.2291456	-0.2639958	-0.701416	-0.7470866	-0.4810922	-0.2245343	0.1678148	0.4398525	Q9DC28-2;Q9DC28;Q3TYE1;F7A4U8;A8Y2Z9;A8Y2Z5	Q9DC28-2;Q9DC28;Q3TYE1	Casein kinase I isoform delta	Csnk1d;Csnk1e	6	16	-0.1936895875	1.12890551458793	0.384368125755771	20.7296094016087	4.1628093831405e-11	1.75379159311709e-07	0.0985340461882655	0.0472357002970689	11.6040742917462	0.952708265022461	0.999803072804349	-0.478402378037273	-0.304978235803961	-0.425996321351079	0.0072895681874804	0.108845266670026	-0.906197935737221	-0.596648959616256	0.268608191089044	-0.254594043033141	-0.815083517154373	-0.574634395234676	-0.244521773632055
NA	-0.8628283	0.3880156	1.177164	1.213939	0.371945	-0.5321673	NA	-1.548042	-1.048864	0.4820692	1.141876	1.351774	0.4638675	-0.3321638	-1.433867	Q60674	Q60674	Nuclear receptor subfamily 1 group D member 2	Nr1d2	1	14	0.05947985	2.94694134277486	0.976514376265268	10.8618076377159	9.86351674085162e-11	2.07774980146039e-07	0.665885078725228	0.365589475713233	9.94211972957232	0.724298028621879	0.999803072804349	1.65095183308755	0.679018623617092	NA	-1.04628150321191	NA	NA	NA	NA	NA	NA	NA	NA
0.04699559	-0.3598585	-1.3789	-1.255682	-0.9647313	-0.07587489	0.5157071	0.7415897	0.2376257	-0.5915836	-1.08882	-1.203702	-1.256105	-0.3891262	0.4084738	0.7109446	Q9R194	Q9R194	Cryptochrome-2	Cry2	1	16	-0.3689404375	2.03957312397327	0.676529236830129	20.4771437402209	3.82935335880073e-10	5.37768856687582e-07	0.141854061746727	0.157801799410983	7.54026753352164	0.970062569244171	0.999803072804349	0.387279501699285	-1.25906152925887	-2.99066447745617	-0.884715129096033	0.401939755844513	-1.22595354036506	-0.819014122489723	0.480558740371961	-1.69443450387353	-2.16098470798348	-2.59282775478428	-1.15231323953933
0.3305922	-0.7116711	-1.398952	-1.580483	-0.8024827	0.4612235	1.109701	0.7266154	0.1978813	-0.7770304	-1.970449	-2.006837	-0.9468057	0.6434054	0.8134741	1.066911	O35973;Q8CHR1;Q8C4K7;E9Q8V5	O35973;Q8CHR1;Q8C4K7	Period circadian protein homolog 1	Per1	4	16	-0.3028066875	2.93196899960752	0.864857049842273	19.4160394119355	6.50296626598655e-10	6.48526492823344e-07	0.356907149756943	0.129838006805704	2.69718146636978	0.910951925143042	0.999803072804349	-0.256889885535893	0.541282036119376	-0.180275189611879	0.711109938777917	0.470009187692158	-1.627886945895	-0.777872048512053	0.707901484467767	-0.837055156273024	-1.66384554724315	-1.59368840873007	-0.0867837661420666
0.1492486	-0.2814312	-1.201383	-1.796639	-1.746614	-0.7451082	-0.01449814	0.6364364	0.5597069	-0.2642361	-0.9695281	-1.423793	-1.940543	-0.7956839	0.2970411	0.7172636	P97784	P97784	Cryptochrome-1	Cry1	1	16	-0.551235065	2.42771255221815	0.765671341605817	21.941250352693	7.69673027324169e-10	6.48526492823344e-07	0.277940740410574	0.158743024901017	6.37996370682673	0.920958038104308	0.999803072804349	NA	NA	NA	-0.201382935864054	0.00624594354943766	-0.93674157378112	-2.05408439284238	0.177114885363637	-0.673737314848746	-1.45796194445268	-1.84891833407306	-0.135666196969044
-1.22848	-0.8385081	0.3939747	0.8814543	1.019404	0.2748085	-0.4686355	-1.252537	-1.4829	-0.4312485	0.05184775	1.040586	1.112412	0.2117319	-0.4781953	-0.7107899	Q8R0W1;Q8R0W1-2	Q8R0W1;Q8R0W1-2	Uncharacterized protein KIAA1737	Kiaa1737	2	16	-0.119067196875	2.32394381591553	0.755797599600765	10.7889425075587	1.69881874464325e-09	1.192853895197e-06	0.186519188272796	0.199143872898369	8.7985343387747	0.960673712512886	0.999803072804349	0.677887251964953	1.20869434706293	1.13850510169607	0.96668625095648	-1.61711037474476	0.413422585016317	0.937988843672232	-1.03576465360097	-2.39325143715703	-2.8097025428657	NA	-1.72722343728799
-3.605139	-3.662775	-2.230142	0.2415603	0.9625194	-0.696973	-2.488823	-3.118493	-3.974896	-3.102944	-1.759965	0.2784261	0.8448465	-0.4308206	-2.369187	-3.415082	Q60925;E9Q3E6;E9Q3E4	Q60925	D site-binding protein	Dbp	3	16	-1.78299295625	4.61412602604891	1.35051220113489	11.6125505662912	2.40125575955244e-09	1.44521293071349e-06	0.901127558651883	0.714167337995664	10.9521291631444	0.786143813862847	0.999803072804349	0.637199107873277	0.239515027236902	0.0256762770299424	0.212216516823663	-3.22152138893804	-0.879627356812398	0.829126337789473	NA	-1.68198890998603	-2.02115988271286	-0.836893627409743	-2.23091004354028
0.2537732	0.4051458	0.5410931	0.4234681	0.2042663	0.02028193	0.02044284	0.1770822	0.2002661	0.4223077	0.4562863	0.3849416	0.2717398	-0.03083044	0.02535321	0.1169736	O08785-2;O08785;G3UYV8	O08785-2;O08785	Circadian locomoter output cycles protein kaput	Clock	3	16	0.24328695875	0.479757008784721	0.165876755335112	5.58740108568306	1.63465091129301e-08	8.60848036159683e-06	0.0767883507947587	0.0271379085488059	8.27960313836909	0.853966799951449	0.999803072804349	-0.305678743242287	-0.339137384919585	-0.593210331037094	-0.597507337678004	0.164916732526868	0.51543904964332	0.170816140797662	-0.00432160595009347	-2.53047032539919	-3.59084151064492	-3.30416054700136	-4.37962096205571
-1.350554	-0.565987	-0.1147668	0.360101	0.4097764	-0.1184926	-0.4644591	-0.7138718	-0.8995624	-0.6089038	-0.2043911	0.2875891	0.2247724	0.04413676	-0.3959402	-0.5863084	P23204	P23204	Peroxisome proliferator-activated receptor alpha	Ppara	1	16	-0.29355384625	1.29190404378837	0.431440523063823	11.1500618937458	1.74189652625315e-07	7.33861006510451e-05	0.184767326139684	0.0753147799017779	7.79489597969372	0.88518232815154	0.999803072804349	-0.40979822782842	0.142337427881145	-0.378178655208042	-0.783833780238975	-0.670659081400403	-0.253142152564187	0.298246917601415	-0.465295389395796	-1.45575462218619	-0.428464026257979	-0.806117796035629	-0.657365615558367
0.1399987	0.3174447	0.3530816	0.3558114	0.1415575	-0.07519039	-0.03280615	0.06191751	0.1537354	0.331663	0.4375256	0.3239854	0.2208159	-0.14496	-0.01035019	0.03824334	Q9WTL8-4;Q9WTL8-2;Q9WTL8;Q9WTL8-3;Q9WTL8-5	Q9WTL8-4;Q9WTL8-2;Q9WTL8;Q9WTL8-3	Aryl hydrocarbon receptor nuclear translocator-like protein 1	Arntl	5	16	0.1632795825	0.465816901193006	0.160657004829335	5.72063285499822	1.62971212984741e-07	7.33861006510451e-05	0.0906727798515785	0.0300924882338214	8.51376841127069	0.796127438116136	0.999803072804349	-0.508935661864395	-0.47487728599312	-0.731443946034715	-0.661658402551539	0.227590668294774	0.403751791659262	0.0490986556660525	0.0551265652309398	-5.59410062353147	-3.43882511317562	-4.33549754786631	-5.61179206272928
